original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
"RT jiaahh ◦(˘_˘"")◦ @Virabrenanda: I'm at Kandang Sapi, lg remas susu sapi. RT @Tonc3: I'm at New York Airport ... http://tmi.me/5uj05",twitter,1,0,0,0
"RT @tezamutia: GANYANG CINA!! Iih sereem tante blg , buat yg muka mirip cina , tpi pribumi pke jilbab aja dlu besok .",twitter,0,1,1,1
"Ngatai orqng sotoy itu gampang ren...asal tdk sepaham sama kita tgl maki goblok. Gampang kan hahahahaha...

Orng di papua sdh kenal dia sjk lama...dia tgs di timika. Dia sering menyserang aprat dri sisi HAM. Klo tdk pah soal dia mending km dia saja biar gak keliatan sotoy ren",twitter,0,0,0,0
Wkwkwk koq curut khilafah alergi banget dgn nkri ya? Klo muslim INDONESIA mau khilafah mk dr waktu kemerdekaan sudah dibentuk neg khilafah olh founding father. Lah mlh dibentuk NKRI dgn Pancasila sbg dsr neg. Brarti khilafah GA LAKU dr dulu ngertos? Jgn bunuh diri yaa,twitter,0,0,0,0
"@HornybgtTt ""sedot Itil beby ""slurtp..slurtp "" main-in Itil yayank sentil2 klitoris "" ohh..ahh "" sepong kontol ..beb pic.twitter.com/9sxbgRStAg",twitter,1,0,0,0
Yang kasihan ato cinta sama gw. Mksdnya sama kontol gw bagi foto bokep memek basah ya... Bakal gw kasih kontol gw dah... OK. ~kontol~,twitter,1,0,0,0
"Haaa,, nak ? RT @inatyaz: Wuu ay kw ni jauh nn nyri di papua, gosong glo ckit -"" RT @GaviSofyan: Sorry ee nak aku ... http://m.tmi.me/Gk7et ",twitter,0,0,0,0
"Keranjang bunga™ hny cai demon....(⌣́_⌣̀) suru bakar"" ban tuh gau...ganyang cina pun gau...kio ulank co pakhang ee tuh be hiao au a",twitter,0,1,1,1
"Pengenn,tp td aku lg rpat pas lwat RT @Putri_nyOt: Remas tetek nya RT @noniknicaa: Anjritt cwek itu pede bgd jalan dpannku, sepak",twitter,1,0,0,0
"SiPIT Majority...Usir cinak"" bangke pembenci pribumi dari bumi Indonesia, jgn pernah lagi dikasih hati cinak"" kafir"" kurang ajar ky siAhoq https://twitter.com/desahkalbu/status/863741627138842624 …",twitter,0,1,1,1
Papua yang sonoan noh kalo ga negro deh haha bisa yeRT @apulsanjaya: Lah emang papua udah pisah dr indonesia? -___- ada2 aja lo dil. Ahahaha,twitter,0,1,0,1
"Harus faham Islam RT @ulil: Ada khilafah versi Ahmadiyah dan Ismailiyyah, misalnya. RT @alfiananda65: Ap ad versi selain dr HTI pak?",twitter,0,0,1,0
"Ahok yg 'kafir', dianggap 'setan', bahkn mau di usir dr jkrt olh pendemo. smntra koruptor dana haji, koruptor Al-qur'an dianggap 'malaikat'?",twitter,0,0,0,0
"Walaupun kami disebut kafir tapi kami hidup damai, tidak suka berbuat ulah, dan tidak suka dibodohi doktrin aneh yang harus ledakkan BOM.",twitter,0,1,1,1
...kafir di malaysia kan banyak jg. Kenapa ga bom malaysia aja? Anehnya org Indonesia kok ya mau2 aja ngebom negaranya?? Knp ga kritis dikit,twitter,0,1,1,1
"Gara2 @just_rikie temen sy @ZahraRasyid pake bahasa ""remas susu"" juga ‎​​​​‎‎​H̲̣̣̣̥ǎ̜̣̍²H̲̣̣̣̥ǎ̜̣̍²H̲̣̣̣̥ǎ̜̣̍²H̲̣̣̣̥ǎ̜̣̍²=)).",twitter,1,0,0,0
"mah,kok botol susu adek dimasak?| ya iylah, drpd ""susu"" mama yg dimasak, papamu bisa2 nangis ntr | ohhhh *remas susu*",twitter,1,0,0,0
HTI harus diikutsertakan dalam hal bela negara @PolhukamRI @Kemhan_RI @wiranto1947 supaya mereka tahu betapa pentingnya persatuan bagi bangsa ini. Koh @felixsiauw mau kan ikut bela negara biar lupa khilafah tapi lebih cinta Pancasila.,twitter,0,0,1,0
Bagusnya kamu yg bilang kafir cepat ikut bom bunuh diri biar cepat ke surga. Tunggu apa lagi? Ntar ndak kebagian bidadari.Stok Terbatas.,twitter,0,1,1,1
Hahahaha. Malam ini semua bikin sensi. Kaya lagi haid terus ada yang remas tetek lo tiba-tiba. Rasanya pengen... Nonjok. *rawr! Meooong~*,twitter,1,0,0,0
"Blh ‎​ƍω masukin kontol ‎​ƍω gk??? :*:* RT ""@Evita_claurisa: Memek.gua teryata masi sempit yah .. Dikobel"" pakek 2 jari ajah masi sakit apa",twitter,1,0,0,0
RT @ZataNabila: Buset dah doyok-_- RT @yokdoyok: @khansoooy Emang pengen ngapain?lu ngentot dulu ama gua baru gua kasih tau!hehehe,twitter,1,0,0,0
@AHMADDHANIPRAST ahmad dhani yang terhormat paling babi paling anjing aing kontol paling lonte tungu saat nya karier mu akan habis!!!!,twitter,0,0,0,1
"Tiap ""pembinaan"" macam itu diisi 5 ustadz, bawa massa 50-100 orang, isinya hate-speech: Ahmadiyah kafir, bunuh, usir, sesat, kudu tobat!",twitter,0,0,1,0
"Buat Yg Kepengen Telanjang Bareng Aku
Pengen Remas"" Tetek Aku, Jilat"" Memek Aku Sampe Beceks
Yuk Sayang Isi Slotnya. MINAT WA Sayang",twitter,1,0,0,0
@peyemp nama'a jga cwo pengen'a ngewe lah. Klo cwe pengen'a jga duit'a doang. Sama2 kan. Saling membutuhkan.,twitter,1,0,0,0
RT tuh di kamar gw ada dildo hahhah @Ranie29: RT pengen ngewe yaaak hahahaha @MayangmayQ: Hujan nya mengundang nih...jd pengen.......hhhmmmm,twitter,1,0,0,0
"Imparsial:""penembak di papua itu profesional, kami menduga ada unsur rekayasa dari aparat"". Yg goblok siapa ya?Masa anggota sndiri dtembakin",twitter,0,0,0,1
"Sy cina tp muslim  @kcharenina: Riziq Shihab: ""Cina-cina kafir! Ahok jaga bacot lu! Kita usir rame² dari Jkt. Siap usir Ahok??? Takbirr!!""",twitter,0,0,1,0
"  BAHAN COLI 
#sexy #bispak #birahi #toket #puting
#jilmek #seks #kontol #bokepsemi #bokepindo
#sepong #amoy #bisyar #lonte #jablay #crot #igo
#amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #SANGE_AAAAAAAAAAHpic.twitter.com/ZuQfaiuGqY",twitter,1,0,0,0
Buat siapa ajah yang suka way :D RT @wahyuOBVS: pribahasa buatan siapa ndu?? RT @Pandunwn Sekali memek merayu 1 sampai 2 kontol pun terpikat,twitter,1,0,0,0
"@cacadini69 mantapp cyg folback y. Biar aku masukkan sperma aku di dlm memek kmu yg sempit , Hë⌣hë⌣hë⌣hë",twitter,1,0,0,0
Kalo mau omongin tegakan hukum di Ina hrsnya yg mau jadiin khilafah / sejenisnya di bumi Pancasila itu yg hrs dihukum duluan kali ,twitter,0,0,1,0
"Klo begitu masalahnya adl anda,krn bgsa dididirikan dengn tumpah darah pahlawan terdahulu,yg perjuangannnya seupil merekapun anda tdk bisa lakukan,tdk ada satu dalilpun yg menyatakan sistem pemerintahan khilafah harus dianut,silakan cari negara khilafah lalu bergabunglah dsana",twitter,0,0,1,0
"Ahaha kalo gk ke puspa gk makan la be (˘̯˘ ) RT @ABabeh: @evin_ganesh ialah dirumah aja kam.. ini ada misi ganyang cina ,,, kam mirip",twitter,0,1,1,1
Iyoo ganyangi rong itu jawayya cina @baanyoll: Jawayya ero di ganyang RT @AdheInchek: Apa tong ine cina lellok @baanyoll: Lellok smua RT,twitter,0,0,0,0
"#PrayForParis nyinyir soal Syria, #PrayForJakarta nyinyir soal Papua, situ goblok dongo tolol apa mabok mecin?! tragedi kok ya d banding2in!",twitter,0,0,0,1
"Dia bilang "" aku kan udh punya anak sedangkan dia belum pasti beda lah bentuk meki kami"" 
Tp jujur gw bilang klo meki dia masih Bagus bentuknya walaupun ditutupin jembut yg agak lebat, klo aromanya hampir sama lah kyk pacar gw",twitter,1,0,0,0
[viva] Surat Pelaku: Bom Syahid untuk Orang Kafir: Dua pucuk surat itu ditulis di atas kertas buku tulis dengan hu... http://bit.ly/cGkLI0,twitter,0,0,0,0
@abukamat @7udas_lsk @aliwardh @ameliacantiik qs 9.123  AYO BUNUH KAFIR HARBY DI SURIAH DEMI MEMBELA AGAMA MU HAHAHA,twitter,0,0,1,0
"Wah ngentot hahaRT @fadelMerchal: muka lo RT @Rakake: wakakkaRT @fadelMerchal: muke lu cakep sih cakep, pas dari deket pengen ngacir gua",twitter,1,0,0,0
"""iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik"""" nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat""",twitter,0,1,0,1
"Pengen kontol... RT @anjasmnitenegor surga di lobang memek 
di jepit memek yg sempit 
pengen ngentot memek yang masih sempit 
dan jug...",twitter,1,0,0,0
"Sudah saatnya kita ganti jargon. Cukup PASPOR IJO buat nyatuin semua mereka yg adalah WN-RI. Mo jawa cina papua dayak islam budha animisme, moga2  pemegang paspor ijo ga ada yg goblok dan cacinya kejunturungan. Dikit2 bolehlah, namanya juga manusia....",twitter,0,0,0,0
"Yang mengolok-olok kemarahan muslim atas pembakaran masjid di Papua itu goblok, itu semakin memanaskan, kalau mrk jihad disini bagaimana?",twitter,0,0,0,1
"Cuckold Shares His Sexy Wife With Her Friend and Films Them

http://bit.ly/2OjnVrJ 
#birahi #toket #puting #jilmek #payudara #bokep #bokepsemi #sangek #sange #ngewe #memek #tante #ngentot #janda y #bispak #kontol #abg #pentil #bokepindo #sepong
http://turk.aflam-king.com/13.html ",twitter,1,0,0,0
"Astagfirullohhh RT @henrodaiva: Wkwkwkw RT ""@yokdoyok: @khansoooy Emang pengen ngapain?lu ngentot dulu ama gua baru gua kasih tau!hehehe""",twitter,1,0,0,0
"@SiPitung64 @IwanPiliang @SBYudhoyono Bisa aja anda bilang gitu sbagaimana anda bilang papua tak akan pisah dr Indon,tp sjarah akan buktikan",twitter,0,0,0,0
"COPOT KEPALA BIN & KAPOLRI!
SERUAN JIHAD MELAWAN PREMAN LIAR & PREMAN BAYARAN TIDAK AKAN SAYA CABUT, SAMPAI MEREKA YANG TERLIBAT DI COPOT!

BIN & POLRI ADALAH PETUGAS NEGARA, MILIK NEGARA.
BUKAN MILIK REZIM!

*HRS*
•pic.twitter.com/Y0sMOxOMgv",twitter,0,0,1,1
"@juwiless 69 aja ya,ooohh ooohh memek km enak say,jilat kontol ku say oooohh ooohh skrg masukin kontol ku ya,udah kras ni plop msuk deh,oo",twitter,1,0,0,0
@Mhd_Syarwani mangstab... yg tdk ikut Demo hr ini brarti bkn klompok kami  Kafir/hukum pancung/usir dr NKRI dan pati msk neraka,twitter,0,0,1,0
"Dan lebih dasyat lg di Indonesia ada ""pancasilais""sibuk nuduh dukung khilafah,dan bunuh,pdhl sdh pimpin pemerintahan 2 periode, dll #Mikir",twitter,0,0,1,0
Eh org g punya adab koq ngomongin adab..djarot lu usir dari masjid lu triakin kafir lu triakin gantung lu lempar pake botol apakah itu adab?dasar BIADAB,twitter,0,0,0,1
uma surveynya si Botak yg menangkan Ahok. Karena apa? Karena dia Cina Kristen. Bukti kalo si Botak dukung sesama Cina Kristen,twitter,0,1,0,1
"Kalo logika sperti itu, maka tidak akan ada khilafah bani Ummayah, Khilafah bani Abasiah, khilafah utsmaniah, karena khilafah hanya dan harus di makkah dan madinah.

Selain itu tidak boleh. Apa sperti demikian?",twitter,0,0,1,0
"""Aku heran kenapa ilklan kampanye #AhokDjarot yg terbaru itu begitu, ini aku loh yang bingung bkn akuang,asiang, atau aming #IklanAhokJahat""",twitter,0,0,0,0
"Ayo... Rapatkan Barisan
Tertib dan disiplin dalam berjuang
Hindari perpecahan dan permusuhan
Jauhkan egoisme yang merusak persaudaraan
Insyaa Allah, kita akan menang!

Takbir..! Takbir..! Takbir..!
Shollu 'ala Nabi...
•pic.twitter.com/ePnZzp4nBz",twitter,0,0,0,0
"Memang mayoritas islam
.kalau g suka lo kenegara kafir sana bro.....memang bapak lo ikut berjuang pa...mana tokohmu yg berjuang usir penjajah sebutkan bro",twitter,0,1,1,1
3. Anak anak muda kreatif Indonesia menyambut gerakan ini dengan kegiatan Ekspedisi Kapsul Waktu yang baru dibuka 70 tahun mendatang,twitter,0,0,0,0
"""MENGHORMATI PERBEDAAN""

bukan berarti
KAWIN BEDA AGAMA

bukan pula
IKUT HARI RAYA AGAMA LAIN
 
bukan juga
MEMILIH PEMIMPIN NON MUSLIM

•pic.twitter.com/AAzUnyiH8z",twitter,0,1,0,1
"hanya motto RT @Agamajinasi: Motto bangsa ini: Bhinneka Tunggal Ika, Berbeda Tapi Satu. Bukannya: Sorban dan Hijab Rules, Kafir Usir Saja.",twitter,0,0,1,0
"Like our Page and Share this post Cewek Ini Remas dan Buka, Susu pake CD Pink… http://dlvr.it/NYnPcY  Like our Page and Share this postpic.twitter.com/Dy0fJ3F4kZ",twitter,1,0,0,0
"Elo aja yg GOBLOK!!!
Kebijakan pemerintah itu sudah ada TOLOL...
Dan belum ada d pemerintahan sebelumnya yg peduli Ama Papua...",twitter,0,0,0,1
"sebuah musholla di bakar di papua di saat umat muslim mau sholat ied.. 
cm bisq bilg goblok n anjing yg bakar tuh musholla..!! 
Fanatik tai.",twitter,0,1,0,1
Mau utuh atau tdk sudah sangat jelas somad pro khilafah koq. Ngapain bela ustad yg mau dirikan negara islam. NKRI syariah ya khilafah. Non muslim gak bole jd pemimpin daerah https://twitter.com/indra_zaids/status/950686439125106689 …,twitter,0,0,1,0
Wkwkw kt nya dulu jmbut mu pling lebat RT @FridaRatih: Jembut mu dahRT @Snjayaaa: Wkwkw bulu jembut RT (cont) http://tl.gd/94pdbm,twitter,1,0,0,0
"Iblis di usir dari syurga dan di isytiharkan kafir oleh Allah hanya kerana dua kesalahan :

1) ingkar akan perintah Allah
2) takabbur",twitter,0,0,1,0
"Emang pahalanya itu, malah lebih dr itu, ayo tepati omnganmu RT @Adiguna_apris13: Andai pahala bunuh pasangan lesbi sebesar bunuh 1000 kafir",twitter,0,1,1,1
@ipphoright Mas Ippho maaf nih sy mau komplain..seperti nya Tim Khilafah harus belajar banyak tentang costumer Care..Terima Kasih,twitter,0,0,0,0
"@hipersexs hey, tetek aku besar banget, aku pengen banget kamu cium,jilat,remas"",pegang"" tetek aku, & masukin dong kontol km ke mulutku",twitter,1,0,0,0
"BAHAN COLI 
#bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablay #crot #igo #amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #sexy #bispak #birahi #toket #puting #jilmek #seks #kontol #SANGE_AAAAAAAAAAHpic.twitter.com/ZMKUFFitba",twitter,1,0,0,0
"RT""@iyutVB: ...Kalo Mursi bebas itu ibarat Indonesia yang dapat hadiah kemerdekaan karena Jepang di bom oleh kafir AS...EAAAA... (``,)""",twitter,0,0,0,0
#MataNajwaDebatJakarta lucu banget jawaban ahok.. gak nyambung. Ditanya apa di jawab apa. Kena skak mat d pertanyaan isu agama tdi. Dasar cina tolol hahaha,twitter,0,1,0,1
"@BonnieTriyana @THlNKWL kalau disini beda aliran aja sudah di anggap kafir, darahnya halal, syiah madura jg kmrn kan di usir dr rumahnya…",twitter,0,0,1,0
"Weleehh dhee @LordRio82: Wah, kafir! Di bom aja! kita mati syahid,di surga bisa nganu ama bidadari | wah,bidadarinya bisa siganti ma nabi",twitter,0,1,1,1
"sudeh menurut ust itu,kita harus buat negara khilafah! Maka bbm akan menjadi enol rupiah! BBM milik Allah swt, Indonesia milik Allah swt!",twitter,0,0,1,0
Y.Islam INd yg akui Pancasila Bhinneka NKRI &UU cuma NU& Muhammadiyah.Islam lain yg ajarkan kafirin demokrasi Pancasila UU buatan Manusia Thogut.kafir halal diperangi.Jihad =bom bunuh diri masuk sorga..ini Islam radikal mau ganti Pancasila dirikan Kilafah.jgn ikut Islam radikal,twitter,0,1,1,1
"Org error tu Bapen. RT @FerryMaitimu: Ya elah, orang HTI yg ngomong ya pasti solusinya tetap tegakkan khilafah di NKRI ini, #duhh",twitter,0,0,1,0
"Itu ada kafir! Di bom aja. Nanti mati syahid, di akhirat bisa ewe sama bidadari. 

Bidadarinya bisa diganti sama Nabi Yusuf aja gak, cyin?",twitter,0,1,1,1
"D atas d sebutkan mahasiswa harus menjadi agen perubahan..agen kontrol melalui pemikiran... 
Hilafah itu adalah sebuah gagasan pemikiran yg baik kenapa kita harus takut.. Bila ada khilafah maka tetap ada NKRI, silahkan pelajari n pahami dulu sebelum",twitter,0,1,1,0
HahaRT @novtianasp: egile-__-RT @ichaherma: Ke papua aja nov~ RT @lonasefin: Yah pisah huhuaa @novtianasp RT @ichaherma: Yoeh bandung menan,twitter,0,0,0,0
"sederhana aja, kalo sy jd anda mz, mendingan pergi ke negara yg udh jelas khilafah, drpd harus nunggu lama dsni",twitter,0,0,1,0
wkwk. nder. gue jg kristen. tp mbok yo dihargai lah org kalo ngomong. kalo beliau ngatain lo kafir yauda manggut2 aja. gabaek ah bawa2 bom. malu2in ente,twitter,0,1,1,1
"Lo udah ngaca, Nji? Lo kan sebarisan sama orang yang bilang ""Ganyang Cina. Ganyang kafir.""
Ga usah sok peduli. Save your dignity. https://twitter.com/pandji/status/867413827469533186 …",twitter,0,1,1,1
"&org buta nuntun org buta""@dedensujana: Sesat m'ysatkan @FerryMaitimu: &kafir mengkafirkan, Ngr lain sdh nyadap m'yadap klo qt usir mengusir",twitter,0,0,1,0
"Sempit memek km say,sambil remas2 toket kamu @nadiafamela: mauuuuuuu eemmhh jadi ngilu memek aku tuh kan ^~^ “ pic.twitter.com/y65j2JcQJr”""",twitter,1,0,0,0
"Kalau stigma PKI, KOMUNIS, KAFIR,  MUNAFIQ dan BABI boleh dilanjutkan ya  bpk DPR? bhkn blh tuh teriak gantung, bunuh n usir WNI etnis cina",twitter,0,1,1,1
"Bukan bunuh orang..
Bukan jahat sama orang..
Bukan ga seneng mulu sama yang beda sama kita..
Bukan ngerasa paling bener mulu..
.
Yuk bareng2 jihad untuk perangin kebodohan, kemiskinan dan perpecahan!
Bareng2 jihad perangin diri kita yang jelek.

#JIHAD",twitter,0,0,0,0
Kita dukung 1000 % FPI  khususnya dan seluruh ormas islam umumnya berikut ormas masy betawi yg menolak cina kafir tsb usir segera !,twitter,0,1,1,1
@FraNsMP jadi kalau tiba2 ada yg berilusi mau bikin khilafah Islamiyah dgn seorang imam yg dimandatkan utk tegakkan hukum Allah = gak logis.,twitter,0,0,1,0
"Aku nagh remas :') ""@Tiyosandi: Nakal opo mane mass :') aku nak baik2 @ariefdarr: Jangan nakal-nakal yaa ""@Tiyosandi: Bikin susu dulu biar",twitter,1,0,0,0
"edane kumat @LordRio82: Wah, kafir! Di bom aja! kita mati syahid,di surga bisa nganu ama bidadari|wah,bidadarinya bisa siganti ma nabi yusub",twitter,0,1,1,1
Nah lo harus adil. Khilafah bukan punya HTI. Lo gilas kata khilafah dikaitkan dengan internal keinginan HTI ya gak tepat. Lagi pula gerskan politik indonesia kan demokrasi selama ini HTI anti demokrasi :),twitter,0,0,0,0
sdh siaap tuuh..RT @ratuxxx: Masa sch? |: Waduu!!! Itu mah pengen di etot atuh neng..RT @ ratuxxx: Memek basah. Toket ngeras. Aaaakh,twitter,1,0,0,0
"""ini semua berawal dari AHOK JAMBAN yg dibela aparat, para kristen serta china kafir yang lain semakin berani menghi https://t.co/qUutkrlsP3""",twitter,0,1,0,1
Bawa bom ga? #eh RT @xWlNNERx: Kamu Kafir apa non Kafir ? RT @hesti2206: Kamu muslim apa non muslim? «~ pertanyaan ter-giblik hari ini #ngok,twitter,0,1,1,1
"baru baca mt ini. mau aja sih, lu di mana emang? RT @FUCKABS: jsukwon mau lu om sepong kontol rl gua?",twitter,1,0,0,0
"Tobaaaat ki tobaaaat!!!! RT @aurumrpk: mau ngewe sama co w, tp co w lg ga mudz ahh pengen [Like it? http://shrtn.us/7CaE  ]",twitter,1,0,0,0
"weeee goblok tu papua upacara pake bemdera OPM nga diapa2in giliran islam pakai cadar nga mengandung makar loe gede2ib DASAR BANGSAT NI PUNYA AKUN 
KLO DIA ISLAM SAYA DOAKAN TOBAT NASUHAH
KLO DIA NON ISLAM HALAL DARAH NYA BUAT DIMINUM",twitter,0,1,1,1
"iya sayang empuk bgt toket kamu, aku udah nggak sabar ni mau nancepin si kontol gede ke memek basah kamu !! RT @shayunk_dye Ahh..Ahh..Terus",twitter,1,0,0,0
"Sekarang orang kafir nggak maen petasan, tapi pelor dan bom. Orang islam malah hura2 sama petasan, dikala gaza dihujani bom..",twitter,0,0,0,0
"@memekontoll lu ga tau aja kalo lubang pantat lebih sempit, lagian gue ga tega pernah liat darah di memek perawan.",twitter,1,0,0,0
hahaha idiot bilang kpd orang2 kafir terurama para nasrani pendukung2 ahok kafir jangan memasuki wilayah2 syariat islam,twitter,0,1,0,1
"kalau mau Khilafah bangkit seperti dahulu, ya harus dari individu msg2, tak bisa cmn demo2 agar Khilafah bangkit. berjuanglah demi fase ke5",twitter,0,0,1,0
"@WindyTeha gw jg tau kali bray,monyet aja ga percaya dia mirip papua wkwkwkwkwk tapi gitu2 dia satu2nya yg blg kunti cantik",twitter,0,1,0,0
Pasti akan kamu dapati orang yang paling keras permusuhannya terhadap orang-orang beriman yaitu orang Yahudi & orang-orang Musyrik (QS5;28),twitter,0,0,0,0
"Mereka tetap kasar namum ku tak akan lemas 
Karya semanis susu tapi kaRya tak bisa kau remas. Ini aku bukan... http://fb.me/1pSEG0m1x ",twitter,1,0,0,0
"Hehehe ente aja yg gagal paham, Rasulullah saw dapat menegakkan hukum islam ketika beliau berhasil mendirikan khilafah (pemerintahan) di kota madinah. Itu artinya hukum islam dapat di tegakkan jika ummat islam di pimpin oleh orang2 beriman.",twitter,0,0,1,0
"""@aLon9_LMC: Bener banget ! Trus jadikan ahok ketua DPR""@pinotores: Hati - hati dengan yang nama nya AHOK, [ bahaya cina ]Rt RASIS ganyang!!",twitter,0,1,1,1
"Kalo tete sapi jgn cium,maennya remas ""@FebriDarmawan_: Gk dpat aku cium dan cuma tetek sapi nyo""@DanaSL_: Tete kampung khas gak",twitter,1,0,0,0
Weeeek :D mwko sa ganyang :p RT @farahmiyta: cina nya dapet sekali :D RT @fazafaiz: Lugu dan polos RT (cont) http://tl.gd/87i2tc,twitter,0,1,0,0
"Maklum bill mzh pemula, qe kafir tukang bom RT @bilysanz: Khe kafir manusia goa RT @deniwariga: Bknnya qe skuull ,kafir qe haaRT@bilysanz""""",twitter,0,1,1,1
@reckylaurent kaya lo kagak aja. kontol lo!! lo juga demen kan kalo liat cwe toket nya bleber kemana mana. dasar lo penjahat memek!!!! haha,twitter,1,0,0,0
Ganyang aje tuh yg sipit2! Maenannya bkn GI tapi TA. 1 marga kan lo de?hahah RT @DestDash: lgi di gi tp brasa di makaw gue ! cina semua boy!,twitter,0,1,1,1
Mau negakan khilafah....harus sanggup dulu bikin mesjid2 penuh ketika shalat shubuh...bkn berkoar via medsos ga karuan...ilmu jg menunjang,twitter,0,0,1,0
"Straight naked men in india gay That&#039_s what the Rock is for
 http://xaferlimor.net/r.php?fa&uc=k_b9nt&v=23329972 …
Pengen vidio gay indo ngentot Www boygaysexyvideo gayporndominican gay straight maduro tube hot gay outdoor fuvk bodo gay public sex vodeos in assam downl",twitter,1,0,0,0
" pd dsrnya jilbab itu ada di Islam, Kristen, Yahudi & mgkn agama lain. Mnusia tdk ada yang sempurna, dimaklumi sj Uni",twitter,0,0,0,0
Ndak usah plg ke indo lagi aja gmn ? Biar negara ini adem dlu deh dr teriakan2 bunuh kapir ganyang cina .. malu ...,twitter,0,1,1,1
tapi Bom atom punya Teori untuk Menghancurkan satu Kota. :p @ioanesrakhmat: @Roevolusi Sains tak berisi ajaran membunuh orang kafir. Agama p,twitter,0,1,1,1
Aku jilat dr leher. Sampai susu aku jilat susu nya smbil aku remas.... Terus keperut nya aku jilat.. Terus semua bgisn mmk nya aku jilat,twitter,1,0,0,0
"Kita jujur saja, pelaku bom bunuh di Surabaya kemarin beragama Islam. Cuma pemahaman Islamnya salah, salahsatunya ingin mendirikan khilafah di Indonesia.",twitter,0,0,0,0
"Gelikk-__-RT @Meiry2383: ( ˘з(˘⌣˘ ) RT @eka2383: @Meiry2383 udh dong marah2nya, malem jumat nih, mending kita bunuh 1000 orang kafir yuk :D",twitter,0,0,1,0
"Ciee emosi bang' @misaeLiamata: apa-apaan ini broadcast ""ganyang Cina""? Kau itu yg broadcast jam segini, ndak lama kau yg saya ganyang! Fak!",twitter,0,0,0,0
Nih bajingan usir aja dri indonesia..kalo bs dia ceramah pake bahasa arab aja..ga usa pake bahasa indonesia ..brengsek nih orng..sempak dan pecinya made in china...tapi teriak kofar kafir khilafah kholafah koloklokokokk kamprett https://twitter.com/AnneSerlo/status/1000749453068849152 …,twitter,0,1,1,1
"Jgn bawa2 kontol memek orang tuamu bro, masak kelamin kedua orang tuamu kamu bawa terus, kamu mrocot dari memek juga loh",twitter,1,0,0,0
@memeksange692 elus2 memek becek km..biar makin becek n berlendir..ssshhh aaah..damn mulut km pinter bgt emut kontol na..,twitter,1,0,0,0
"""Kios gak sholat, kan pemicunya sholat ied, mesjid yang di bakar goblok. @Beritasatu: Massa Bakar Rumah dan Kios di Tolikara Papua",twitter,0,0,0,1
"Tidak usah masuk politik untuk memperbaiki Indon, tinggal usir aja para kampret yg berkoar 'bunuh kafir' 'salah perempuan sampai diperkosa'",twitter,0,0,1,0
"Sugestnya itu kek gatel yang pen lu garuk, kek jerawat yang pen lu pencet, kek pantat yang pen lu tepak, kek tetek yang pen lu remas.",twitter,1,0,0,0
Ga bsa tdr nh say kontol aq ad yg blm tdr ga ya n mau aq masukin memek ya pake kontol aq 2B079F2E,twitter,1,0,0,0
#MataNajwaDebatJakarta Bravo closing statement Anies malam ini.kalau nggak ada debat saya nggak mungkin nonton mata najwa sdh lama tdk suka.,twitter,0,0,0,0
"Ayo dah kita kemonRT @JaeMarshall: Ikut nonton ajedah..RT @Ryasqueen @JaeMarshall @WOWadaapang ikut gw ga ? Jihad ? Bunuh""in yahudi",twitter,0,0,1,0
"Maksudnyaaahhh!""@nopalpakep: Susu prawan""Mau pingsan, segera remas benda apa sj yg ad di dekat kmu, u/ mlenturkn otot shg bs menaikkn tekana",twitter,1,0,0,0
Tak ada gading yang tak retak. Tak ada kontol yang tak konak. Kalo ada kontol yang tak konak brarti tu .. memek palsuu #frontalbanget,twitter,1,0,0,0
"Jwbn anda ambigu malah menyimpulkan saya menyatakan ayat tsb gak laku.
Saya bertanya apa ayat tsb msh berlaku ?
① YA  
② TIDAK
③ Tergantung kondisi

Apakah dlm system khilafah kafir harus bayar Jizyah ?
① YA
② TIDAK

Monggo....",twitter,0,0,1,0
Kan ada kelompok yg mau dirikan khilafah ustadz bukan mau menyingkirkan ustadz tapi ideologinya harus di rubah barakallu fik ustadz,twitter,0,0,1,0
"ASAL GOYANG #5 - ADA YANG NGGAK TAHAN LIHAT VIDEO INI https://youtu.be/tCsWtNWF7dw  lewat @YouTube kontol, memek, basah, tante, toket, gede, abg, indonesia, smu, smp, bugil, ngocok, crot, mulus, becek, muncrat, dildo, sange, colmek, toge, tetek, sange, horny, sempit, bugil, hot,",twitter,1,0,0,0
"Ehhhh sherpaaaaa RT @Sherpatz: lo kira gaksakit apa ka? gausah bawa2 bokap bisa kali, ngentot lo ngehe anjing memek asu kontol",twitter,1,0,0,0
"Klu lgi sange kyk gni,,,enak nya jilatin memek ni,,,trs masukin kontol k memek yg udh d jilatin smpe mentok",twitter,1,0,0,0
Suka gak ngerti sm co yg peliara jembut smpe lebat lo pikir bikin gahar titit lo? Knapa gak dipeliara sampe nyentuh tanah?,twitter,1,0,0,0
@YohanesTarigan9 saya ga habis pikir kenapa fanboy ahok bego bego ya pada ga ngerti sejarah. Gampang kejebak iklan. Maaf ya.,twitter,0,0,0,1
